"","Country.","Sex","Field","Level.of.education","Year.","Value"
"1833","Spain","Women","Science, mathematics and computing","Master's",2005,NA
"1834","Spain","Men","Science, mathematics and computing","Master's",2005,NA
"1835","Spain","Women","Science, mathematics and computing","Doctoral",2005,48.5
"1836","Spain","Men","Science, mathematics and computing","Doctoral",2005,51.5
"1837","Spain","Women","Science, mathematics and computing","Total tertiary",2005,NA
"1838","Spain","Men","Science, mathematics and computing","Total tertiary",2005,NA
"1839","Spain","Women","Engineering, manufacturing and construction","2-year college",2005,NA
"1840","Spain","Men","Engineering, manufacturing and construction","2-year college",2005,NA
"1841","Spain","Women","Engineering, manufacturing and construction","Bachelor's",2005,NA
"1842","Spain","Men","Engineering, manufacturing and construction","Bachelor's",2005,NA
"1843","Spain","Women","Engineering, manufacturing and construction","Master's",2005,NA
"1844","Spain","Men","Engineering, manufacturing and construction","Master's",2005,NA
"1845","Spain","Women","Engineering, manufacturing and construction","Doctoral",2005,25.8
"1846","Spain","Men","Engineering, manufacturing and construction","Doctoral",2005,74.2
"1847","Spain","Women","Engineering, manufacturing and construction","Total tertiary",2005,NA
"1848","Spain","Men","Engineering, manufacturing and construction","Total tertiary",2005,NA
"1849","Spain","Women","Agriculture and veterinary","2-year college",2005,NA
"1850","Spain","Men","Agriculture and veterinary","2-year college",2005,NA
"1851","Spain","Women","Agriculture and veterinary","Bachelor's",2005,NA
"1852","Spain","Men","Agriculture and veterinary","Bachelor's",2005,NA
"1853","Spain","Women","Agriculture and veterinary","Master's",2005,NA
"1854","Spain","Men","Agriculture and veterinary","Master's",2005,NA
"1855","Spain","Women","Agriculture and veterinary","Doctoral",2005,38.8
"1856","Spain","Men","Agriculture and veterinary","Doctoral",2005,61.2
"1857","Spain","Women","Agriculture and veterinary","Total tertiary",2005,NA
"1858","Spain","Men","Agriculture and veterinary","Total tertiary",2005,NA
"1859","Spain","Women","Health and Welfare","2-year college",2005,NA
"1860","Spain","Men","Health and Welfare","2-year college",2005,NA
"1861","Spain","Women","Health and Welfare","Bachelor's",2005,NA
"1862","Spain","Men","Health and Welfare","Bachelor's",2005,NA
"1863","Spain","Women","Health and Welfare","Master's",2005,NA
"1864","Spain","Men","Health and Welfare","Master's",2005,NA
"1865","Spain","Women","Health and Welfare","Doctoral",2005,53.5
"1866","Spain","Men","Health and Welfare","Doctoral",2005,46.5
"1867","Spain","Women","Health and Welfare","Total tertiary",2005,NA
"1868","Spain","Men","Health and Welfare","Total tertiary",2005,NA
"1869","Spain","Women","Services","2-year college",2005,NA
"1870","Spain","Men","Services","2-year college",2005,NA
"1871","Spain","Women","Services","Bachelor's",2005,NA
"1872","Spain","Men","Services","Bachelor's",2005,NA
"1873","Spain","Women","Services","Master's",2005,NA
"1874","Spain","Men","Services","Master's",2005,NA
"1875","Spain","Women","Services","Doctoral",2005,42.7
"1876","Spain","Men","Services","Doctoral",2005,57.3
"1877","Spain","Women","Services","Total tertiary",2005,NA
"1878","Spain","Men","Services","Total tertiary",2005,NA
"1879","Sweden","Women","Education","2-year college",2005,NA
"1880","Sweden","Men","Education","2-year college",2005,NA
"1881","Sweden","Women","Education","Bachelor's",2005,NA
"1882","Sweden","Men","Education","Bachelor's",2005,NA
"1883","Sweden","Women","Education","Master's",2005,NA
"1884","Sweden","Men","Education","Master's",2005,NA
"1885","Sweden","Women","Education","Doctoral",2005,NA
"1886","Sweden","Men","Education","Doctoral",2005,NA
"1887","Sweden","Women","Education","Total tertiary",2005,NA
"1888","Sweden","Men","Education","Total tertiary",2005,NA
"1889","Sweden","Women","Humanities and arts","2-year college",2005,NA
"1890","Sweden","Men","Humanities and arts","2-year college",2005,NA
"1891","Sweden","Women","Humanities and arts","Bachelor's",2005,NA
"1892","Sweden","Men","Humanities and arts","Bachelor's",2005,NA
"1893","Sweden","Women","Humanities and arts","Master's",2005,NA
"1894","Sweden","Men","Humanities and arts","Master's",2005,NA
"1895","Sweden","Women","Humanities and arts","Doctoral",2005,NA
"1896","Sweden","Men","Humanities and arts","Doctoral",2005,NA
"1897","Sweden","Women","Humanities and arts","Total tertiary",2005,NA
"1898","Sweden","Men","Humanities and arts","Total tertiary",2005,NA
"1899","Sweden","Women","Social sciences, business and law","2-year college",2005,NA
"1900","Sweden","Men","Social sciences, business and law","2-year college",2005,NA
"1901","Sweden","Women","Social sciences, business and law","Bachelor's",2005,NA
"1902","Sweden","Men","Social sciences, business and law","Bachelor's",2005,NA
"1903","Sweden","Women","Social sciences, business and law","Master's",2005,NA
"1904","Sweden","Men","Social sciences, business and law","Master's",2005,NA
"1905","Sweden","Women","Social sciences, business and law","Doctoral",2005,NA
"1906","Sweden","Men","Social sciences, business and law","Doctoral",2005,NA
"1907","Sweden","Women","Social sciences, business and law","Total tertiary",2005,NA
"1908","Sweden","Men","Social sciences, business and law","Total tertiary",2005,NA
"1909","Sweden","Women","Science, mathematics and computing","2-year college",2005,NA
"1910","Sweden","Men","Science, mathematics and computing","2-year college",2005,NA
"1911","Sweden","Women","Science, mathematics and computing","Bachelor's",2005,NA
"1912","Sweden","Men","Science, mathematics and computing","Bachelor's",2005,NA
"1913","Sweden","Women","Science, mathematics and computing","Master's",2005,NA
"1914","Sweden","Men","Science, mathematics and computing","Master's",2005,NA
"1915","Sweden","Women","Science, mathematics and computing","Doctoral",2005,NA
"1916","Sweden","Men","Science, mathematics and computing","Doctoral",2005,NA
"1917","Sweden","Women","Science, mathematics and computing","Total tertiary",2005,NA
"1918","Sweden","Men","Science, mathematics and computing","Total tertiary",2005,NA
"1919","Sweden","Women","Engineering, manufacturing and construction","2-year college",2005,NA
"1920","Sweden","Men","Engineering, manufacturing and construction","2-year college",2005,NA
"1921","Sweden","Women","Engineering, manufacturing and construction","Bachelor's",2005,NA
"1922","Sweden","Men","Engineering, manufacturing and construction","Bachelor's",2005,NA
"1923","Sweden","Women","Engineering, manufacturing and construction","Master's",2005,NA
"1924","Sweden","Men","Engineering, manufacturing and construction","Master's",2005,NA
"1925","Sweden","Women","Engineering, manufacturing and construction","Doctoral",2005,NA
"1926","Sweden","Men","Engineering, manufacturing and construction","Doctoral",2005,NA
"1927","Sweden","Women","Engineering, manufacturing and construction","Total tertiary",2005,NA
"1928","Sweden","Men","Engineering, manufacturing and construction","Total tertiary",2005,NA
"1929","Sweden","Women","Agriculture and veterinary","2-year college",2005,NA
"1930","Sweden","Men","Agriculture and veterinary","2-year college",2005,NA
"1931","Sweden","Women","Agriculture and veterinary","Bachelor's",2005,NA
"1932","Sweden","Men","Agriculture and veterinary","Bachelor's",2005,NA
"1933","Sweden","Women","Agriculture and veterinary","Master's",2005,NA
"1934","Sweden","Men","Agriculture and veterinary","Master's",2005,NA
"1935","Sweden","Women","Agriculture and veterinary","Doctoral",2005,NA
"1936","Sweden","Men","Agriculture and veterinary","Doctoral",2005,NA
"1937","Sweden","Women","Agriculture and veterinary","Total tertiary",2005,NA
"1938","Sweden","Men","Agriculture and veterinary","Total tertiary",2005,NA
"1939","Sweden","Women","Health and Welfare","2-year college",2005,NA
"1940","Sweden","Men","Health and Welfare","2-year college",2005,NA
"1941","Sweden","Women","Health and Welfare","Bachelor's",2005,NA
"1942","Sweden","Men","Health and Welfare","Bachelor's",2005,NA
"1943","Sweden","Women","Health and Welfare","Master's",2005,NA
"1944","Sweden","Men","Health and Welfare","Master's",2005,NA
"1945","Sweden","Women","Health and Welfare","Doctoral",2005,NA
"1946","Sweden","Men","Health and Welfare","Doctoral",2005,NA
"1947","Sweden","Women","Health and Welfare","Total tertiary",2005,NA
"1948","Sweden","Men","Health and Welfare","Total tertiary",2005,NA
"1949","Sweden","Women","Services","2-year college",2005,NA
"1950","Sweden","Men","Services","2-year college",2005,NA
"1951","Sweden","Women","Services","Bachelor's",2005,NA
"1952","Sweden","Men","Services","Bachelor's",2005,NA
"1953","Sweden","Women","Services","Master's",2005,NA
"1954","Sweden","Men","Services","Master's",2005,NA
"1955","Sweden","Women","Services","Doctoral",2005,NA
"1956","Sweden","Men","Services","Doctoral",2005,NA
"1957","Sweden","Women","Services","Total tertiary",2005,NA
"1958","Sweden","Men","Services","Total tertiary",2005,NA
"1959","Switzerland","Women","Education","2-year college",2005,61.9
"1960","Switzerland","Men","Education","2-year college",2005,38.1
"1961","Switzerland","Women","Education","Bachelor's",2005,73
"1962","Switzerland","Men","Education","Bachelor's",2005,27
"1963","Switzerland","Women","Education","Master's",2005,62.3
"1964","Switzerland","Men","Education","Master's",2005,37.7
"1965","Switzerland","Women","Education","Doctoral",2005,60
"1966","Switzerland","Men","Education","Doctoral",2005,40
"1967","Switzerland","Women","Education","Total tertiary",2005,68.4
"1968","Switzerland","Men","Education","Total tertiary",2005,31.6
"1969","Switzerland","Women","Humanities and arts","2-year college",2005,50.5
"1970","Switzerland","Men","Humanities and arts","2-year college",2005,49.5
"1971","Switzerland","Women","Humanities and arts","Bachelor's",2005,57.9
"1972","Switzerland","Men","Humanities and arts","Bachelor's",2005,42.1
"1973","Switzerland","Women","Humanities and arts","Master's",2005,61
"1974","Switzerland","Men","Humanities and arts","Master's",2005,39
"1975","Switzerland","Women","Humanities and arts","Doctoral",2005,45.5
"1976","Switzerland","Men","Humanities and arts","Doctoral",2005,54.5
"1977","Switzerland","Women","Humanities and arts","Total tertiary",2005,57.8
"1978","Switzerland","Men","Humanities and arts","Total tertiary",2005,42.2
"1979","Switzerland","Women","Social sciences, business and law","2-year college",2005,52.1
"1980","Switzerland","Men","Social sciences, business and law","2-year college",2005,47.9
"1981","Switzerland","Women","Social sciences, business and law","Bachelor's",2005,40.5
"1982","Switzerland","Men","Social sciences, business and law","Bachelor's",2005,59.5
"1983","Switzerland","Women","Social sciences, business and law","Master's",2005,44.9
"1984","Switzerland","Men","Social sciences, business and law","Master's",2005,55.1
"1985","Switzerland","Women","Social sciences, business and law","Doctoral",2005,33.5
"1986","Switzerland","Men","Social sciences, business and law","Doctoral",2005,66.5
"1987","Switzerland","Women","Social sciences, business and law","Total tertiary",2005,42.9
"1988","Switzerland","Men","Social sciences, business and law","Total tertiary",2005,57.1
"1989","Switzerland","Women","Science, mathematics and computing","2-year college",2005,14.1
"1990","Switzerland","Men","Science, mathematics and computing","2-year college",2005,85.9
"1991","Switzerland","Women","Science, mathematics and computing","Bachelor's",2005,17
"1992","Switzerland","Men","Science, mathematics and computing","Bachelor's",2005,83
"1993","Switzerland","Women","Science, mathematics and computing","Master's",2005,32.1
"1994","Switzerland","Men","Science, mathematics and computing","Master's",2005,67.9
"1995","Switzerland","Women","Science, mathematics and computing","Doctoral",2005,31.5
"1996","Switzerland","Men","Science, mathematics and computing","Doctoral",2005,68.5
"1997","Switzerland","Women","Science, mathematics and computing","Total tertiary",2005,25.1
"1998","Switzerland","Men","Science, mathematics and computing","Total tertiary",2005,74.9
"1999","Switzerland","Women","Engineering, manufacturing and construction","2-year college",2005,7.7
"2000","Switzerland","Men","Engineering, manufacturing and construction","2-year college",2005,92.3
"2001","Switzerland","Women","Engineering, manufacturing and construction","Bachelor's",2005,6.5
"2002","Switzerland","Men","Engineering, manufacturing and construction","Bachelor's",2005,93.5
"2003","Switzerland","Women","Engineering, manufacturing and construction","Master's",2005,17.9
"2004","Switzerland","Men","Engineering, manufacturing and construction","Master's",2005,82.1
"2005","Switzerland","Women","Engineering, manufacturing and construction","Doctoral",2005,16.1
"2006","Switzerland","Men","Engineering, manufacturing and construction","Doctoral",2005,83.9
"2007","Switzerland","Women","Engineering, manufacturing and construction","Total tertiary",2005,9.5
"2008","Switzerland","Men","Engineering, manufacturing and construction","Total tertiary",2005,90.5
"2009","Switzerland","Women","Agriculture and veterinary","Bachelor's",2005,9.5
"2010","Switzerland","Men","Agriculture and veterinary","Bachelor's",2005,90.5
"2011","Switzerland","Women","Agriculture and veterinary","Master's",2005,24.3
"2012","Switzerland","Men","Agriculture and veterinary","Master's",2005,75.7
"2013","Switzerland","Women","Agriculture and veterinary","Doctoral",2005,65.1
"2014","Switzerland","Men","Agriculture and veterinary","Doctoral",2005,34.9
"2015","Switzerland","Women","Agriculture and veterinary","Total tertiary",2005,24
"2016","Switzerland","Men","Agriculture and veterinary","Total tertiary",2005,76
"2017","Switzerland","Women","Health and Welfare","2-year college",2005,87.1
"2018","Switzerland","Men","Health and Welfare","2-year college",2005,12.9
"2019","Switzerland","Women","Health and Welfare","Bachelor's",2005,70.9
"2020","Switzerland","Men","Health and Welfare","Bachelor's",2005,29.1
"2021","Switzerland","Women","Health and Welfare","Master's",2005,55.6
"2022","Switzerland","Men","Health and Welfare","Master's",2005,44.4
"2023","Switzerland","Women","Health and Welfare","Doctoral",2005,46.9
"2024","Switzerland","Men","Health and Welfare","Doctoral",2005,53.1
"2025","Switzerland","Women","Health and Welfare","Total tertiary",2005,78
"2026","Switzerland","Men","Health and Welfare","Total tertiary",2005,22
"2027","Switzerland","Women","Services","2-year college",2005,36.7
"2028","Switzerland","Men","Services","2-year college",2005,63.3
"2029","Switzerland","Women","Services","Bachelor's",2005,30.8
"2030","Switzerland","Men","Services","Bachelor's",2005,69.2
"2031","Switzerland","Women","Services","Master's",2005,48.6
"2032","Switzerland","Men","Services","Master's",2005,51.4
"2033","Switzerland","Women","Services","Doctoral",2005,39.1
"2034","Switzerland","Men","Services","Doctoral",2005,60.9
"2035","Switzerland","Women","Services","Total tertiary",2005,33.3
"2036","Switzerland","Men","Services","Total tertiary",2005,66.7
"2037","Turkey","Women","Education","Bachelor's",2005,55.1
"2038","Turkey","Men","Education","Bachelor's",2005,44.9
"2039","Turkey","Women","Education","Master's",2005,54.9
"2040","Turkey","Men","Education","Master's",2005,45.1
"2041","Turkey","Women","Education","Doctoral",2005,41.3
"2042","Turkey","Men","Education","Doctoral",2005,58.7
"2043","Turkey","Women","Education","Total tertiary",2005,55
"2044","Turkey","Men","Education","Total tertiary",2005,45
"2045","Turkey","Women","Humanities and arts","2-year college",2005,27
"2046","Turkey","Men","Humanities and arts","2-year college",2005,73
"2047","Turkey","Women","Humanities and arts","Bachelor's",2005,57
"2048","Turkey","Men","Humanities and arts","Bachelor's",2005,43
"2049","Turkey","Women","Humanities and arts","Master's",2005,48.9
"2050","Turkey","Men","Humanities and arts","Master's",2005,51.1
"2051","Turkey","Women","Humanities and arts","Doctoral",2005,41.7
"2052","Turkey","Men","Humanities and arts","Doctoral",2005,58.3
"2053","Turkey","Women","Humanities and arts","Total tertiary",2005,47.7
"2054","Turkey","Men","Humanities and arts","Total tertiary",2005,52.3
"2055","Turkey","Women","Social sciences, business and law","2-year college",2005,54.2
"2056","Turkey","Men","Social sciences, business and law","2-year college",2005,45.8
"2057","Turkey","Women","Social sciences, business and law","Bachelor's",2005,41
"2058","Turkey","Men","Social sciences, business and law","Bachelor's",2005,59
"2059","Turkey","Women","Social sciences, business and law","Master's",2005,38.6
"2060","Turkey","Men","Social sciences, business and law","Master's",2005,61.4
"2061","Turkey","Women","Social sciences, business and law","Doctoral",2005,32.7
"2062","Turkey","Men","Social sciences, business and law","Doctoral",2005,67.3
"2063","Turkey","Women","Social sciences, business and law","Total tertiary",2005,45.5
"2064","Turkey","Men","Social sciences, business and law","Total tertiary",2005,54.5
"2065","Turkey","Women","Science, mathematics and computing","2-year college",2005,46.2
"2066","Turkey","Men","Science, mathematics and computing","2-year college",2005,53.8
"2067","Turkey","Women","Science, mathematics and computing","Bachelor's",2005,43.9
"2068","Turkey","Men","Science, mathematics and computing","Bachelor's",2005,56.1
"2069","Turkey","Women","Science, mathematics and computing","Master's",2005,51.5
"2070","Turkey","Men","Science, mathematics and computing","Master's",2005,48.5
"2071","Turkey","Women","Science, mathematics and computing","Doctoral",2005,39.1
"2072","Turkey","Men","Science, mathematics and computing","Doctoral",2005,60.9
"2073","Turkey","Women","Science, mathematics and computing","Total tertiary",2005,45.2
"2074","Turkey","Men","Science, mathematics and computing","Total tertiary",2005,54.8
"2075","Turkey","Women","Engineering, manufacturing and construction","2-year college",2005,17.9
"2076","Turkey","Men","Engineering, manufacturing and construction","2-year college",2005,82.1
"2077","Turkey","Women","Engineering, manufacturing and construction","Bachelor's",2005,22.6
"2078","Turkey","Men","Engineering, manufacturing and construction","Bachelor's",2005,77.4
"2079","Turkey","Women","Engineering, manufacturing and construction","Master's",2005,31.6
"2080","Turkey","Men","Engineering, manufacturing and construction","Master's",2005,68.4
"2081","Turkey","Women","Engineering, manufacturing and construction","Doctoral",2005,35.6
"2082","Turkey","Men","Engineering, manufacturing and construction","Doctoral",2005,64.4
"2083","Turkey","Women","Engineering, manufacturing and construction","Total tertiary",2005,20.5
"2084","Turkey","Men","Engineering, manufacturing and construction","Total tertiary",2005,79.5
"2085","Turkey","Women","Agriculture and veterinary","2-year college",2005,56.6
"2086","Turkey","Men","Agriculture and veterinary","2-year college",2005,43.4
"2087","Turkey","Women","Agriculture and veterinary","Bachelor's",2005,31.5
"2088","Turkey","Men","Agriculture and veterinary","Bachelor's",2005,68.5
"2089","Turkey","Women","Agriculture and veterinary","Master's",2005,50.8
"2090","Turkey","Men","Agriculture and veterinary","Master's",2005,49.2
"2091","Turkey","Women","Agriculture and veterinary","Doctoral",2005,33.9
"2092","Turkey","Men","Agriculture and veterinary","Doctoral",2005,66.1
"2093","Turkey","Women","Agriculture and veterinary","Total tertiary",2005,45
"2094","Turkey","Men","Agriculture and veterinary","Total tertiary",2005,55
"2095","Turkey","Women","Health and Welfare","2-year college",2005,74.8
"2096","Turkey","Men","Health and Welfare","2-year college",2005,25.2
"2097","Turkey","Women","Health and Welfare","Bachelor's",2005,65.8
"2098","Turkey","Men","Health and Welfare","Bachelor's",2005,34.2
"2099","Turkey","Women","Health and Welfare","Master's",2005,72.9
"2100","Turkey","Men","Health and Welfare","Master's",2005,27.1
"2101","Turkey","Women","Health and Welfare","Doctoral",2005,44.4
"2102","Turkey","Men","Health and Welfare","Doctoral",2005,55.6
"2103","Turkey","Women","Health and Welfare","Total tertiary",2005,65.3
"2104","Turkey","Men","Health and Welfare","Total tertiary",2005,34.7
"2105","Turkey","Women","Services","2-year college",2005,23.8
"2106","Turkey","Men","Services","2-year college",2005,76.2
"2107","Turkey","Women","Services","Bachelor's",2005,25.5
"2108","Turkey","Men","Services","Bachelor's",2005,74.5
"2109","Turkey","Women","Services","Master's",2005,52.1
"2110","Turkey","Men","Services","Master's",2005,47.9
"2111","Turkey","Women","Services","Doctoral",2005,50
"2112","Turkey","Men","Services","Doctoral",2005,50
"2113","Turkey","Women","Services","Total tertiary",2005,24.6
"2114","Turkey","Men","Services","Total tertiary",2005,75.4
"2115","United Kingdom","Women","Education","2-year college",2005,72.6
"2116","United Kingdom","Men","Education","2-year college",2005,27.4
"2117","United Kingdom","Women","Education","Bachelor's",2005,81.6
"2118","United Kingdom","Men","Education","Bachelor's",2005,18.4
"2119","United Kingdom","Women","Education","Master's",2005,71
"2120","United Kingdom","Men","Education","Master's",2005,29
"2121","United Kingdom","Women","Education","Doctoral",2005,60
"2122","United Kingdom","Men","Education","Doctoral",2005,40
"2123","United Kingdom","Women","Education","Total tertiary",2005,73.2
"2124","United Kingdom","Men","Education","Total tertiary",2005,26.8
"2125","United Kingdom","Women","Humanities and arts","2-year college",2005,57.5
"2126","United Kingdom","Men","Humanities and arts","2-year college",2005,42.5
"2127","United Kingdom","Women","Humanities and arts","Bachelor's",2005,62.3
"2128","United Kingdom","Men","Humanities and arts","Bachelor's",2005,37.7
"2129","United Kingdom","Women","Humanities and arts","Master's",2005,61.9
"2130","United Kingdom","Men","Humanities and arts","Master's",2005,38.1
"2131","United Kingdom","Women","Humanities and arts","Doctoral",2005,47.3
"2132","United Kingdom","Men","Humanities and arts","Doctoral",2005,52.7
"2133","United Kingdom","Women","Humanities and arts","Total tertiary",2005,61.5
"2134","United Kingdom","Men","Humanities and arts","Total tertiary",2005,38.5
"2135","United Kingdom","Women","Social sciences, business and law","2-year college",2005,54.3
"2136","United Kingdom","Men","Social sciences, business and law","2-year college",2005,45.7
"2137","United Kingdom","Women","Social sciences, business and law","Bachelor's",2005,58.7
"2138","United Kingdom","Men","Social sciences, business and law","Bachelor's",2005,41.3
"2139","United Kingdom","Women","Social sciences, business and law","Master's",2005,52.3
"2140","United Kingdom","Men","Social sciences, business and law","Master's",2005,47.7
"2141","United Kingdom","Women","Social sciences, business and law","Doctoral",2005,50.5
"2142","United Kingdom","Men","Social sciences, business and law","Doctoral",2005,49.5
"2143","United Kingdom","Women","Social sciences, business and law","Total tertiary",2005,56.1
"2144","United Kingdom","Men","Social sciences, business and law","Total tertiary",2005,43.9
"2145","United Kingdom","Women","Science, mathematics and computing","2-year college",2005,31
"2146","United Kingdom","Men","Science, mathematics and computing","2-year college",2005,69
"2147","United Kingdom","Women","Science, mathematics and computing","Bachelor's",2005,36.3
"2148","United Kingdom","Men","Science, mathematics and computing","Bachelor's",2005,63.7
"2149","United Kingdom","Women","Science, mathematics and computing","Master's",2005,35.7
"2150","United Kingdom","Men","Science, mathematics and computing","Master's",2005,64.3
"2151","United Kingdom","Women","Science, mathematics and computing","Doctoral",2005,38.5
"2152","United Kingdom","Men","Science, mathematics and computing","Doctoral",2005,61.5
"2153","United Kingdom","Women","Science, mathematics and computing","Total tertiary",2005,35.7
"2154","United Kingdom","Men","Science, mathematics and computing","Total tertiary",2005,64.3
"2155","United Kingdom","Women","Engineering, manufacturing and construction","2-year college",2005,13.6
"2156","United Kingdom","Men","Engineering, manufacturing and construction","2-year college",2005,86.4
"2157","United Kingdom","Women","Engineering, manufacturing and construction","Bachelor's",2005,15.5
"2158","United Kingdom","Men","Engineering, manufacturing and construction","Bachelor's",2005,84.5
"2159","United Kingdom","Women","Engineering, manufacturing and construction","Master's",2005,25.9
"2160","United Kingdom","Men","Engineering, manufacturing and construction","Master's",2005,74.1
"2161","United Kingdom","Women","Engineering, manufacturing and construction","Doctoral",2005,20.8
"2162","United Kingdom","Men","Engineering, manufacturing and construction","Doctoral",2005,79.2
"2163","United Kingdom","Women","Engineering, manufacturing and construction","Total tertiary",2005,18.4
"2164","United Kingdom","Men","Engineering, manufacturing and construction","Total tertiary",2005,81.6
"2165","United Kingdom","Women","Agriculture and veterinary","2-year college",2005,53
"2166","United Kingdom","Men","Agriculture and veterinary","2-year college",2005,47
"2167","United Kingdom","Women","Agriculture and veterinary","Bachelor's",2005,66.3
"2168","United Kingdom","Men","Agriculture and veterinary","Bachelor's",2005,33.7
"2169","United Kingdom","Women","Agriculture and veterinary","Master's",2005,50.1
"2170","United Kingdom","Men","Agriculture and veterinary","Master's",2005,49.9
"2171","United Kingdom","Women","Agriculture and veterinary","Doctoral",2005,49.2
"2172","United Kingdom","Men","Agriculture and veterinary","Doctoral",2005,50.8
"2173","United Kingdom","Women","Agriculture and veterinary","Total tertiary",2005,59.8
"2174","United Kingdom","Men","Agriculture and veterinary","Total tertiary",2005,40.2
"2175","United Kingdom","Women","Health and Welfare","2-year college",2005,84.6
"2176","United Kingdom","Men","Health and Welfare","2-year college",2005,15.4
"2177","United Kingdom","Women","Health and Welfare","Bachelor's",2005,78.3
"2178","United Kingdom","Men","Health and Welfare","Bachelor's",2005,21.7
"2179","United Kingdom","Women","Health and Welfare","Master's",2005,71.4
"2180","United Kingdom","Men","Health and Welfare","Master's",2005,28.6
"2181","United Kingdom","Women","Health and Welfare","Doctoral",2005,55.8
"2182","United Kingdom","Men","Health and Welfare","Doctoral",2005,44.2
"2183","United Kingdom","Women","Health and Welfare","Total tertiary",2005,78.8
"2184","United Kingdom","Men","Health and Welfare","Total tertiary",2005,21.2
"2185","United Kingdom","Women","Services","2-year college",2005,55.6
"2186","United Kingdom","Men","Services","2-year college",2005,44.4
"2187","United Kingdom","Women","Services","Bachelor's",2005,70.8
"2188","United Kingdom","Men","Services","Bachelor's",2005,29.2
"2189","United Kingdom","Women","Services","Master's",2005,55.2
"2190","United Kingdom","Men","Services","Master's",2005,44.8
"2191","United Kingdom","Women","Services","Doctoral",2005,40
"2192","United Kingdom","Men","Services","Doctoral",2005,60
"2193","United Kingdom","Women","Services","Total tertiary",2005,65.2
"2194","United Kingdom","Men","Services","Total tertiary",2005,34.8
"2195","United States","Women","Education","2-year college",2005,76.1
"2196","United States","Men","Education","2-year college",2005,23.9
"2197","United States","Women","Education","Bachelor's",2005,78.7
"2198","United States","Men","Education","Bachelor's",2005,21.3
"2199","United States","Women","Education","Master's",2005,76.8
"2200","United States","Men","Education","Master's",2005,23.2
"2201","United States","Women","Education","Doctoral",2005,66.7
"2202","United States","Men","Education","Doctoral",2005,33.3
"2203","United States","Women","Education","Total tertiary",2005,77.2
"2204","United States","Men","Education","Total tertiary",2005,22.8
"2205","United States","Women","Humanities and arts","2-year college",2005,62.6
"2206","United States","Men","Humanities and arts","2-year college",2005,37.4
"2207","United States","Women","Humanities and arts","Bachelor's",2005,60.8
"2208","United States","Men","Humanities and arts","Bachelor's",2005,39.2
"2209","United States","Women","Humanities and arts","Master's",2005,54.8
"2210","United States","Men","Humanities and arts","Master's",2005,45.2
"2211","United States","Women","Humanities and arts","Doctoral",2005,45.5
"2212","United States","Men","Humanities and arts","Doctoral",2005,54.5
"2213","United States","Women","Humanities and arts","Total tertiary",2005,60.9
"2214","United States","Men","Humanities and arts","Total tertiary",2005,39.1
"2215","United States","Women","Social sciences, business and law","2-year college",2005,68.9
"2216","United States","Men","Social sciences, business and law","2-year college",2005,31.1
"2217","United States","Women","Social sciences, business and law","Bachelor's",2005,56.7
"2218","United States","Men","Social sciences, business and law","Bachelor's",2005,43.3
"2219","United States","Women","Social sciences, business and law","Master's",2005,49.4
"2220","United States","Men","Social sciences, business and law","Master's",2005,50.6
"2221","United States","Women","Social sciences, business and law","Doctoral",2005,57.1
"2222","United States","Men","Social sciences, business and law","Doctoral",2005,42.9
"2223","United States","Women","Social sciences, business and law","Total tertiary",2005,56.4
"2224","United States","Men","Social sciences, business and law","Total tertiary",2005,43.6
"2225","United States","Women","Science, mathematics and computing","2-year college",2005,31.7
"2226","United States","Men","Science, mathematics and computing","2-year college",2005,68.3
"2227","United States","Women","Science, mathematics and computing","Bachelor's",2005,43.8
"2228","United States","Men","Science, mathematics and computing","Bachelor's",2005,56.2
"2229","United States","Women","Science, mathematics and computing","Master's",2005,38.8
"2230","United States","Men","Science, mathematics and computing","Master's",2005,61.2
"2231","United States","Women","Science, mathematics and computing","Doctoral",2005,37.2
"2232","United States","Men","Science, mathematics and computing","Doctoral",2005,62.8
"2233","United States","Women","Science, mathematics and computing","Total tertiary",2005,40.6
"2234","United States","Men","Science, mathematics and computing","Total tertiary",2005,59.4
"2235","United States","Women","Engineering, manufacturing and construction","2-year college",2005,11.8
"2236","United States","Men","Engineering, manufacturing and construction","2-year college",2005,88.2
"2237","United States","Women","Engineering, manufacturing and construction","Bachelor's",2005,20.9
"2238","United States","Men","Engineering, manufacturing and construction","Bachelor's",2005,79.1
"2239","United States","Women","Engineering, manufacturing and construction","Master's",2005,25.5
"2240","United States","Men","Engineering, manufacturing and construction","Master's",2005,74.5
"2241","United States","Women","Engineering, manufacturing and construction","Doctoral",2005,19.1
"2242","United States","Men","Engineering, manufacturing and construction","Doctoral",2005,80.9
"2243","United States","Women","Engineering, manufacturing and construction","Total tertiary",2005,19
"2244","United States","Men","Engineering, manufacturing and construction","Total tertiary",2005,81
"2245","United States","Women","Agriculture and veterinary","2-year college",2005,38.3
"2246","United States","Men","Agriculture and veterinary","2-year college",2005,61.7
"2247","United States","Women","Agriculture and veterinary","Bachelor's",2005,46.6
"2248","United States","Men","Agriculture and veterinary","Bachelor's",2005,53.4
"2249","United States","Women","Agriculture and veterinary","Master's",2005,60.6
"2250","United States","Men","Agriculture and veterinary","Master's",2005,39.4
"2251","United States","Women","Agriculture and veterinary","Doctoral",2005,34
"2252","United States","Men","Agriculture and veterinary","Doctoral",2005,66
